TRANSACTION_ID,TRANSACTION_LINE_ID,STORE_ID,SKU,SALE_PRICE_EX_VAT,REVENUE,QTY,DISCOUNT
126298711,447345076,197,53987,7.7846000000,7.7846,1.0000,1.3738
126783472,448772638,188,63413,1.5215000000,1.5215,1.0000,0.2685
128664094,454500674,110,54558,4.5750000000,4.5750,1.0000,0.0000
125657711,445372431,199,65597,0.0000000000,0.0000,1.0000,0.0000
125677889,445461931,35,53406,1.2167000000,1.2167,1.0000,0.6083
125677889,445466362,35,65801,6.6583000000,6.6583,1.0000,0.0000
125671552,445459532,186,45805,0.7046000000,0.7046,1.0000,0.0371
126830186,448931444,64,17476,4.4925000000,4.4925,1.0000,0.4992
126830186,448928998,64,9528,4.4925000000,4.4925,1.0000,0.4992
126793868,448818732,13,59901,1.3833000000,1.3833,1.0000,0.6917
125527237,445002464,186,13247,5.2155000000,5.2155,1.0000,0.2745
126465840,447876882,175,63415,1.7900000000,1.7900,1.0000,0.0000
126465840,447880560,175,63415,1.7900000000,1.7900,1.0000,0.0000
125529514,445022884,59,22047,0.0000000000,0.0000,2.0000,0.0000
126654143,448438308,76,66599,0.9896000000,0.9896,1.0000,0.0521
126822729,448888014,18,65598,0.0000000000,0.0000,1.0000,0.0000
126826996,448928634,8,11916,1.1796000000,1.1796,1.0000,0.0621
127879829,451979390,80,51074,3.2417000000,3.2417,1.0000,0.0000
128274973,453304305,212,45375,2.4917000000,2.4917,1.0000,0.0000
128279900,453293626,98,14054,12.4917000000,12.4917,1.0000,0.0000
128018384,452452653,142,36295,0.9917000000,0.9917,1.0000,0.0000
128318313,453440848,49,27686,4.1583000000,4.1583,1.0000,0.0000
126859169,449073073,151,56334,2.8421000000,2.8421,1.0000,0.1496
127498442,450851191,5,52263,29.7429000000,29.7429,1.0000,5.2488
126603049,448339708,51,52300,3.5000000000,3.5000,1.0000,2.4900
127635427,451263950,156,54660,2.3900000000,2.3900,1.0000,0.0000
126738656,448628785,80,48965,1.9389000000,1.9389,1.0000,0.9694
126783472,448784057,188,63418,1.5215000000,1.5215,1.0000,0.2685
126370094,447498801,122,52777,1.2458000000,1.2458,1.0000,1.2458
126316338,447346972,15,30775,0.9896000000,0.9896,1.0000,0.0521
125327247,444296259,104,61415,12.9900000000,12.9900,1.0000,0.0000
126018104,446419079,131,51113,0.8333000000,0.8333,1.0000,0.0000
126024967,446447758,182,65598,0.0000000000,0.0000,1.0000,0.0000
126793868,448810258,13,49079,1.0417000000,1.0417,1.0000,0.0000
126785545,448781821,215,51302,1.1583000000,1.1583,1.0000,0.0000
126432900,447719146,122,65598,0.0000000000,0.0000,1.0000,0.0000
126598808,448232027,33,47561,2.9167000000,2.9167,1.0000,0.6583
126332783,447399043,131,17476,4.4925000000,4.4925,1.0000,0.4992
125323136,444274901,175,64296,3.3915000000,3.3915,1.0000,0.5985
127747654,451532012,206,49110,16.4925000000,16.4925,1.0000,1.8325
126463978,447894934,166,52716,1.2679000000,1.2679,1.0000,0.2238
126220847,447040668,105,27019,1.1004000000,1.1004,1.0000,0.0579
127757839,451575218,99,63352,3.5910000000,3.5910,1.0000,0.3990
127159326,449904583,78,51306,1.1583000000,1.1583,1.0000,0.0000
127149119,449860860,110,53806,4.9917000000,4.9917,1.0000,0.0000
127910217,452124188,17,16861,13.4513000000,13.4513,1.0000,2.3738
127685457,451345448,130,11162,2.9167000000,2.9167,1.0000,0.6583
126089409,446628910,166,65598,0.0000000000,0.0000,1.0000,0.0000
126089646,446628627,94,42413,32.9925000000,32.9925,1.0000,1.9992
125863443,446037321,191,52979,0.8680666667,5.2084,6.0000,1.0417
126433550,447718782,74,49079,0.9896000000,0.9896,1.0000,0.0521
125824332,445905117,117,40954,3.1208000000,3.1208,1.0000,3.1208
127689974,451366292,38,10427,1.1333000000,1.1333,1.0000,0.0000
126895894,449158458,80,42054,0.0000000000,0.0000,1.0000,2.9083
125290072,444128698,116,36027,3.7500000000,1.1625,0.3100,0.0000
127462969,450796998,64,63572,1.0500000000,1.0500,1.0000,0.0000
127470465,450811724,199,51333,1.4096000000,1.4096,1.0000,0.2488
127789753,451637961,181,63408,2.5415000000,2.5415,1.0000,0.4485
125466712,444783377,7,46105,1.3425000000,1.3425,1.0000,0.1492
125469442,444814988,122,65597,0.0000000000,0.0000,1.0000,0.0000
127003622,449435486,33,54660,2.1510000000,2.1510,1.0000,0.2390
127564865,451042719,99,19722,1.6667000000,1.6667,1.0000,0.4167
127221449,450101783,117,54690,0.2500000000,0.2500,1.0000,0.0000
127221449,450105151,117,51113,0.8333000000,0.8333,1.0000,0.0000
127219874,450102299,130,48357,7.0833000000,7.0833,1.0000,1.2417
125709793,445581866,189,65598,0.0000000000,0.0000,1.0000,0.0000
125707996,445522049,99,22047,0.0000000000,0.0000,1.0000,0.0000
127633382,451254784,6,65598,0.0000000000,0.0000,1.0000,0.0000
126968581,449322265,103,41780,2.9083000000,2.9083,1.0000,0.0000
128296124,453385621,174,19721,2.0833000000,2.0833,1.0000,0.0000
128310363,453375019,21,52719,0.8333000000,0.8333,1.0000,0.1583
125972976,446301772,80,53406,1.8250000000,1.8250,1.0000,0.0000
125475397,444829974,64,64952,0.8333000000,0.8333,1.0000,0.2083
125622970,445289619,166,36034,2.5751724138,0.7468,0.2900,0.0000
126613405,448279498,212,54998,2.4917000000,2.4917,1.0000,0.0000
128748480,454674578,121,25189,1.2417000000,1.2417,1.0000,0.0000
128749148,454694396,153,62826,12.5000000000,12.5000,1.0000,0.0000
128736603,454656885,64,55000,2.4917000000,2.4917,1.0000,0.0000
128738749,454661394,142,65783,0.0000000000,0.0000,1.0000,1.7900
128738749,454672904,142,63416,1.7900000000,1.7900,1.0000,0.0000
128738562,454661633,13,51075,0.0000000000,0.0000,1.0000,3.2417
128740615,454663303,189,52297,2.7417000000,2.7417,1.0000,0.0000
128736603,454649794,64,52782,2.4917000000,2.4917,1.0000,0.0000
128754738,454707368,206,30775,0.7167000000,0.7167,1.0000,0.0000
128744609,454676025,119,52139,8.2425000000,8.2425,1.0000,0.9158
128738749,454652934,142,63417,1.7900000000,1.7900,1.0000,0.0000
128745491,454678692,5,66165,4.9917000000,4.9917,1.0000,0.0000
128754776,454699062,17,56410,1.4083000000,1.4083,1.0000,0.0000
128749148,454674786,153,62808,16.6667000000,16.6667,1.0000,0.0000
128738751,454670298,217,49100,8.9925000000,8.9925,1.0000,0.9992
128738562,454653148,13,56439,7.4917000000,7.4917,1.0000,0.0000
128744609,454681627,119,52136,8.2425000000,8.2425,1.0000,0.9158
128738562,454672847,13,9515,8.0910000000,8.0910,1.0000,0.8990
128740615,454669043,189,25393,2.8250000000,2.8250,1.0000,0.0000
128738751,454653025,217,54690,0.2500000000,0.2500,1.0000,0.0000
128738751,454655724,217,51113,0.8333000000,0.8333,1.0000,0.0000
128738751,454661501,217,41780,2.9083000000,2.9083,1.0000,0.0000
128738749,454670418,142,66971,1.7900000000,1.7900,1.0000,0.0000
128738749,454661500,142,66971,1.7900000000,1.7900,1.0000,0.0000
128738749,454658786,142,63413,1.7900000000,1.7900,1.0000,0.0000
128748480,454677164,121,45811,2.4917000000,2.4917,1.0000,0.0000
128738751,454661395,217,62482,13.3250000000,13.3250,1.0000,0.0000
128736820,454650376,33,52806,12.1410000000,12.1410,1.0000,1.3490
128738749,454661738,142,54690,0.2500000000,0.2500,1.0000,0.0000
128743854,454678192,94,30774,0.7167000000,0.7167,1.0000,0.0000
128736603,454656886,64,52779,2.4917000000,2.4917,1.0000,0.0000
128738562,454652860,13,36027,3.7500000000,4.5000,1.2000,0.0000
128743854,454678191,94,50879,3.3250000000,3.3250,1.0000,0.0000
128738749,454670204,142,63413,1.7900000000,1.7900,1.0000,0.0000
128743854,454695762,94,30775,0.7167000000,0.7167,1.0000,0.0000
128738749,454655866,142,65783,0.0000000000,0.0000,1.0000,1.7900
128738749,454653161,142,63416,1.7900000000,1.7900,1.0000,0.0000
128744609,454684530,119,66403,0.8333000000,0.8333,1.0000,0.0000
128738749,454672774,142,63417,1.7900000000,1.7900,1.0000,0.0000
127815642,451778800,13,36027,3.7501538462,1.2188,0.3250,0.0000
126317325,447316189,216,65597,0.0000000000,0.0000,1.0000,0.0000
127270366,450240969,7,53408,1.0833000000,1.0833,1.0000,0.5417
127129748,449779163,118,42416,7.0750000000,7.0750,1.0000,0.0000
125539240,445034393,7,53422,2.7722000000,2.7722,1.0000,1.3861
125477195,444837436,37,59901,1.3833000000,1.3833,1.0000,0.6917
126260998,447200520,165,27626,1.0750000000,1.0750,1.0000,0.5833
127782062,451672607,182,66971,0.7458285714,10.4416,14.0000,10.4417
127788999,451639585,143,53806,4.9917000000,4.9917,1.0000,0.0000
127768802,451658319,204,55004,7.4917000000,7.4917,1.0000,0.0000
127777250,451617406,77,64058,8.4929000000,8.4929,1.0000,1.4988
127772801,451650691,151,65142,0.8333000000,0.8333,1.0000,0.2083
127777250,451620672,77,56410,1.1971000000,1.1971,1.0000,0.2113
127125314,449750964,210,51113,0.7917000000,0.7917,1.0000,0.0417
128345862,453623972,104,63923,6.2416750000,24.9667,4.0000,0.0000
127280314,450271247,49,65409,9.1583000000,9.1583,1.0000,0.0000
125522339,444983278,140,63923,3.1208000000,3.1208,1.0000,3.1208
125392720,444572909,180,52080,1.5833000000,1.5833,1.0000,0.0833
125623052,445289654,166,54690,0.2500000000,0.2500,1.0000,0.0000
127728395,451451328,176,48357,7.0833500000,14.1667,2.0000,2.4833
127722357,451435689,64,56410,1.2675000000,1.2675,1.0000,0.1408
127718847,451427713,104,36027,3.7500000000,1.3500,0.3600,0.0000
127718847,451445847,104,62384,3.0750000000,3.0750,1.0000,0.0000
127729124,451453846,6,52265,7.7846000000,7.7846,1.0000,1.3738
127729124,451457765,6,52265,7.7846000000,7.7846,1.0000,1.3738
125608194,445270366,36,51113,0.8333000000,0.8333,1.0000,0.0000
127154781,449888257,151,21709,9.5750000000,9.5750,1.0000,0.0000
126816394,448960047,10,53420,0.6208000000,0.6208,1.0000,0.6208
126816394,448955473,10,53420,0.6208000000,0.6208,1.0000,0.6208
125466712,444784852,7,63408,2.6910000000,2.6910,1.0000,0.2990
125370326,444487100,35,48357,7.5000000000,7.5000,1.0000,1.6583
126783472,448771001,188,63418,1.5215000000,1.5215,1.0000,0.2685
127078074,449590265,37,27018,1.1583000000,1.1583,1.0000,0.0000
126393226,447594709,56,9519,7.6415000000,7.6415,1.0000,1.3485
125677751,445467681,196,65707,12.7415000000,12.7415,1.0000,2.2485
127603519,451184152,33,55004,6.6667000000,6.6667,1.0000,0.8250
127782693,451685145,209,10243,2.9917000000,2.9917,1.0000,0.0000
128440419,453901727,216,64952,1.0417000000,1.0417,1.0000,0.0000
128458070,453943682,153,52979,0.8333500000,1.6667,2.0000,0.4167
128458660,453938990,33,54690,0.2500000000,0.2500,1.0000,0.0000
128445830,453916153,172,48357,7.0833500000,14.1667,2.0000,2.4833
128442210,453893732,78,55004,7.4917000000,7.4917,1.0000,0.0000
128458660,453945749,33,65783,1.7900000000,1.7900,1.0000,0.0000
128442107,453891809,175,64281,5.9900000000,5.9900,1.0000,0.0000
128454548,453928115,180,9521,2.3310000000,23.3100,10.0000,2.5900
128458660,453938989,33,65783,1.7900000000,1.7900,1.0000,0.0000
126168389,446861148,179,52300,5.9900000000,5.9900,1.0000,0.0000
126343312,447429892,131,63418,1.7900000000,10.7400,6.0000,0.0000
126343312,447423919,131,63416,1.7900000000,10.7400,6.0000,0.0000
126325547,447406745,34,63409,2.9900000000,2.9900,1.0000,0.0000
126373468,447470041,206,63418,1.5215000000,1.5215,1.0000,0.2685
127119962,449793361,178,65805,2.9125000000,2.9125,1.0000,2.9125
125357718,444446233,197,62512,3.5546000000,3.5546,1.0000,0.1871
126187964,446934867,17,46556,0.0000000000,0.0000,1.0000,1.1583
127155238,449886677,212,50693,2.9083000000,2.9083,1.0000,0.0000
125362843,444426609,164,53404,1.2166666667,3.6500,3.0000,1.8250
127782062,451692053,182,62299,9.5842000000,9.5842,1.0000,4.1075
126432942,447715265,110,66601,0.8333000000,0.8333,1.0000,0.2083
126424138,447720358,178,51799,11.6583000000,11.6583,1.0000,0.0000
125472193,444790592,13,42055,2.0750000000,2.0750,1.0000,0.0000
127095288,449699942,131,52979,0.7292000000,0.7292,1.0000,0.3125
128408061,453819742,214,9542,2.5900000000,2.5900,1.0000,0.0000
126138713,446782004,178,46106,1.2679000000,1.2679,1.0000,0.2238
128202086,453058151,34,63418,1.6110000000,1.6110,1.0000,0.1790
125429938,444683002,36,54558,4.3463000000,4.3463,1.0000,0.2288
125385043,444511872,35,62953,8.3250000000,8.3250,1.0000,0.0000
126783472,448772637,188,63413,1.5215000000,1.5215,1.0000,0.2685
126147683,446775304,64,53404,1.2167000000,1.2167,1.0000,0.6083
127464882,450805131,178,54658,0.0000000000,0.0000,1.0000,2.3900
126815535,448953851,77,65598,0.0000000000,0.0000,1.0000,0.0000
127889371,451993924,78,21709,9.5750000000,9.5750,1.0000,0.0000
128147415,452893051,116,19040,1.0750000000,1.0750,1.0000,0.0000
128022045,452491171,195,66597,0.8333000000,0.8333,1.0000,0.2083
128027207,452519940,192,64952,0.8333400000,4.1667,5.0000,1.0416
128022226,452488685,56,59843,6.9900000000,6.9900,1.0000,0.0000
128018384,452455213,142,11916,1.2417000000,1.2417,1.0000,0.0000
128013306,452447180,34,42416,6.0138000000,6.0138,1.0000,1.0613
128034752,452485446,5,23402,2.0750000000,2.0750,1.0000,0.0000
127836237,451863362,165,54923,8.9900000000,8.9900,1.0000,1.0000
126783472,448778408,188,63414,1.5215000000,1.5215,1.0000,0.2685
125385283,444515213,80,66473,19.9917000000,19.9917,1.0000,0.0000
126556178,448133231,172,51949,1.2417000000,1.2417,1.0000,0.0000
126396553,447574006,34,53404,1.2167000000,1.2167,1.0000,0.6083
126405497,447570474,143,64952,0.8333333333,2.5000,3.0000,0.6250
128175589,452973506,172,27247,1.9083000000,1.9083,1.0000,0.0000
128018384,452452733,142,20714,1.7083000000,1.7083,1.0000,0.0000
126556085,448128616,176,52979,0.8333400000,4.1667,5.0000,1.0416
126279134,447266629,189,41780,2.9083000000,2.9083,1.0000,0.0000
125782607,445815316,64,54660,0.0000000000,0.0000,1.0000,2.3900
125901821,446097419,122,63418,1.5215000000,1.5215,1.0000,0.2685
127891647,452024988,168,52713,1.3425000000,1.3425,1.0000,0.1492
125764641,445821386,6,64266,5.9900000000,11.9800,2.0000,0.0000
126638793,448403916,33,63347,4.4910000000,4.4910,1.0000,0.4990
127747654,451531441,206,54622,0.8250000000,0.8250,1.0000,0.0000
128256076,453198387,151,65136,0.8333000000,0.8333,1.0000,0.2083
128237191,453157545,4,51113,0.8333000000,0.8333,1.0000,0.0000
128237191,453156684,4,54923,8.9910000000,8.9910,1.0000,0.9990
128256076,453192930,151,65136,0.8333000000,0.8333,1.0000,0.2083
128289403,453276476,55,27004,1.6667000000,1.6667,1.0000,0.4167
128256076,453188354,151,65136,0.8333000000,0.8333,1.0000,0.2083
128247584,453191026,33,53972,6.3675000000,6.3675,1.0000,0.7075
128252945,453171603,5,56399,1.6666666667,2.9250,1.7550,0.0000
126606479,448290855,151,65136,0.9896000000,0.9896,1.0000,0.0521
127067283,449567512,214,42415,33.2421000000,33.2421,1.0000,1.7496
126743586,448692900,13,36027,3.7500507614,3.6938,0.9850,0.0000
127102954,449686258,18,9515,7.6415000000,7.6415,1.0000,1.3485
126783472,448771002,188,63413,1.5215000000,1.5215,1.0000,0.2685
126797314,448782135,216,65785,1.1933000000,1.1933,1.0000,0.5967
126210538,447013359,219,65597,0.0000000000,0.0000,1.0000,0.0000
125820751,445926721,99,61415,12.5000000000,25.0000,2.0000,0.9800
125353553,444438412,207,21845,1.7917000000,1.7917,1.0000,0.2833
125348597,444406061,219,65596,0.0000000000,0.0000,1.0000,0.0000
127281902,450273812,180,19722,1.6667000000,1.6667,1.0000,0.4167
125859788,446021134,209,9547,2.0750000000,2.0750,1.0000,0.0000
127232749,450094607,188,65787,4.0410000000,4.0410,1.0000,0.4490
127125314,449750965,210,56410,1.3379000000,1.3379,1.0000,0.0704
127470465,450809482,199,51329,1.4096000000,1.4096,1.0000,0.2488
127463195,450791972,56,66502,32.5000000000,32.5000,1.0000,4.1667
126738656,448632741,80,20714,1.7083000000,1.7083,1.0000,0.0000
126477233,447925474,143,22047,0.0000000000,0.0000,1.0000,0.0000
127677711,451356322,212,65783,1.5215000000,1.5215,1.0000,0.2685
127722357,451446644,64,19722,1.6667000000,1.6667,1.0000,0.4167
127201405,449980108,156,51337,13.4925000000,13.4925,1.0000,1.4992
125485619,444875523,21,52783,2.4917000000,2.4917,1.0000,0.0000
126920431,449215091,164,65136,0.8333000000,0.8333,1.0000,0.2083
126929368,449241385,74,52450,1.0213000000,1.0213,1.0000,0.0538
126929207,449233456,168,62518,0.7838000000,0.7838,1.0000,0.0413
126932885,449238265,186,63147,1.5754000000,1.5754,1.0000,0.0829
126917309,449200084,12,50962,4.9917000000,4.9917,1.0000,0.0000
126097296,446713122,195,56402,1.6666909091,2.2917,1.3750,0.0000
126105901,446721213,119,42413,34.9917000000,34.9917,1.0000,0.0000
126102835,446707835,4,64952,1.0417000000,1.0417,1.0000,0.0000
128143104,452858934,214,19722,2.0833000000,2.0833,1.0000,0.0000
128070627,452616941,99,53800,38.6175000000,38.6175,1.0000,4.2908
128049376,452551771,176,27004,1.6667000000,1.6667,1.0000,0.4167
125496789,444886687,219,53405,0.0000000000,0.0000,1.0000,1.8250
127947894,452205274,175,27188,6.2417000000,6.2417,1.0000,0.0000
125608193,445270365,77,36027,3.7500000000,3.7500,1.0000,0.0000
128147415,452893052,116,51795,4.9917000000,4.9917,1.0000,0.0000
128141052,452915505,60,42415,34.9917000000,34.9917,1.0000,0.0000
125302247,444170744,76,51306,1.1004000000,1.1004,1.0000,0.0579
127886941,452001633,104,46557,0.8108000000,0.8108,1.0000,0.3475
128031482,452512585,53,54644,2.0315000000,2.0315,1.0000,0.3585
126022317,446476820,103,19722,2.0833000000,2.0833,1.0000,0.0000
127642441,451305957,5,52937,6.8750000000,6.8750,1.0000,0.7583
128029090,452483355,12,56410,1.2675000000,1.2675,1.0000,0.1408
128022045,452505389,195,63147,1.6583000000,1.6583,1.0000,0.0000
128025014,452481121,122,36024,2.6583478261,3.0571,1.1500,0.0000
128029240,452490412,216,51111,0.8333000000,0.8333,1.0000,0.0000
128021040,452471062,105,65707,12.7415000000,12.7415,1.0000,2.2485
127334181,450387142,166,36027,3.7501075269,1.7438,0.4650,0.0000
126640909,448418353,216,65597,0.0000000000,0.0000,1.0000,0.0000
125775021,445763882,53,63352,3.3915000000,3.3915,1.0000,0.5985
125677751,445458563,196,62955,0.7875000000,0.7875,1.0000,0.7875
126651493,448414376,77,25391,2.4900000000,2.4900,1.0000,0.0000
126220847,447050521,105,27019,1.1583000000,1.1583,1.0000,0.0000
125936212,446213093,49,52979,1.0416500000,2.0833,2.0000,0.0000
127270924,450234014,186,64952,0.8333000000,0.8333,1.0000,0.2083
127270924,450238654,186,53972,6.3675000000,6.3675,1.0000,0.7075
125295408,444144359,188,9517,7.6415000000,7.6415,1.0000,1.3485
125284568,444183073,197,51374,13.4513000000,13.4513,1.0000,2.3738
125297127,444152237,103,42417,26.2013000000,26.2013,1.0000,4.6238
125602444,445233226,33,25393,2.2600000000,2.2600,1.0000,0.5650
127318585,450326571,15,54690,0.2500000000,0.2500,1.0000,0.0000
127343257,450376800,51,54622,0.8250000000,0.8250,1.0000,0.0000
125409565,444551665,110,62518,0.8250000000,0.8250,1.0000,0.0000
126152011,446803596,207,65597,0.0000000000,0.0000,1.0000,0.0000
125677889,445463660,35,63376,0.8333000000,0.8333,1.0000,0.0000
125893778,446066193,59,17062,6.3665000000,6.3665,1.0000,1.1235
127230129,450075038,121,19721,1.5888000000,1.5888,1.0000,0.4945
127230129,450078430,121,19721,1.5888000000,1.5888,1.0000,0.4945
126729534,448698010,151,42416,6.7213000000,6.7213,1.0000,0.3538
125677751,445470912,196,62955,0.7875000000,0.7875,1.0000,0.7875
125677889,445463661,35,53406,1.2167000000,1.2167,1.0000,0.6083
127182870,449990456,78,36295,0.9917000000,0.9917,1.0000,0.0000
127108190,449649446,63,54663,0.0000000000,0.0000,1.0000,2.3900
127108190,449649445,63,54652,2.3900000000,2.3900,1.0000,0.0000
128123315,452732794,188,59901,2.0750000000,2.0750,1.0000,0.0000
128112765,452700013,64,55004,6.6667000000,6.6667,1.0000,0.8250
127232533,450092621,64,64952,0.8333400000,4.1667,5.0000,1.0416
127274061,450217269,35,36027,3.7501538462,1.2188,0.3250,0.0000
126608029,448292821,212,65598,0.0000000000,0.0000,1.0000,0.0000
126604623,448284302,168,64952,0.8333400000,4.1667,5.0000,1.0416
128135357,452874425,17,56410,1.2675000000,1.2675,1.0000,0.1408
128144607,452860416,11,62956,0.7875000000,0.7875,1.0000,0.7875
125732427,445657987,216,65147,0.8333000000,0.8333,1.0000,0.2083
125743524,445672069,5,63418,1.7900000000,1.7900,1.0000,0.0000
125460607,444804873,216,65596,0.0000000000,0.0000,1.0000,0.0000
125502780,444913710,80,65597,0.0000000000,0.0000,1.0000,0.0000
127681866,451372691,167,45808,0.7416500000,1.4833,2.0000,0.0000
125490175,444884203,10,48965,2.9083000000,2.9083,1.0000,0.0000
126337663,447419304,17,36027,3.7501492537,1.2563,0.3350,0.0000
126341556,447418521,191,58166,2.3250000000,2.3250,1.0000,0.0000
126465840,447877114,175,63414,1.5215000000,1.5215,1.0000,0.2685
126149116,446787728,189,65598,0.0000000000,0.0000,1.0000,0.0000
126144513,446766632,202,65598,0.0000000000,0.0000,1.0000,0.0000
127182513,449983632,173,11293,10.3500000000,10.3500,1.0000,1.1500
125979067,446342765,64,63612,0.8333000000,0.8333,1.0000,0.0000
125992623,446323837,189,52979,0.8333000000,0.8333,1.0000,0.2083
126036273,446471232,10,52810,6.7915000000,6.7915,1.0000,1.1985
127539724,450981727,5,16207,2.0750000000,2.0750,1.0000,0.0000
127557660,451046305,99,53819,0.5750000000,0.5750,1.0000,0.0000
126853049,449065540,60,42423,25.4929000000,25.4929,1.0000,4.4988
126861113,449071000,166,54690,0.2500000000,0.2500,1.0000,0.0000
126727436,448669345,4,46004,1.4083000000,1.4083,1.0000,0.0000
126396072,447628655,199,53373,8.4929000000,8.4929,1.0000,1.4988
125494676,444904502,49,28147,3.7417000000,3.7417,1.0000,0.0000
125743524,445671358,5,63413,0.8950000000,0.8950,1.0000,0.8950
125855835,446016865,13,49080,1.0417000000,1.0417,1.0000,0.0000
126880330,449120797,121,46554,0.6667000000,0.6667,1.0000,0.3333
127257468,450182338,5,66482,1.1583000000,1.1583,1.0000,0.0000
125370100,444481709,142,51075,3.2417000000,3.2417,1.0000,0.0000
126641288,448384356,207,65598,0.0000000000,0.0000,1.0000,0.0000
126735588,448656812,49,9521,2.2015000000,2.2015,1.0000,0.3885
126956633,449298956,116,42066,2.9083000000,2.9083,1.0000,0.0000
127080056,449598822,185,9529,4.2429000000,8.4858,2.0000,1.4975
125617903,445300801,164,54623,1.6583000000,1.6583,1.0000,0.0000
127511205,450881342,5,10478,2.0750000000,2.0750,1.0000,0.0000
127501834,450866007,98,65147,0.8333500000,1.6667,2.0000,0.4167
126027163,446429938,142,56399,1.6666455696,2.6333,1.5800,0.0000
125673452,445388681,55,59843,6.9900000000,6.9900,1.0000,0.0000
126672186,448475778,131,50700,4.9917000000,4.9917,1.0000,0.0000
126596382,448223982,156,63156,1.6583000000,1.6583,1.0000,0.0000
126689305,448532326,74,22047,0.0000000000,0.0000,1.0000,0.0000
127264413,450209838,104,28147,2.5750000000,2.5750,1.0000,0.0000
127124959,449739700,201,54722,8.3250000000,8.3250,1.0000,0.0000
126060852,446543430,60,48357,7.5000000000,7.5000,1.0000,1.6583
127101332,449690880,185,50062,12.3888000000,12.3888,1.0000,2.1863
126738656,448628561,80,52451,1.0750000000,1.0750,1.0000,0.0000
127465253,450799199,8,51113,0.8333000000,0.8333,1.0000,0.0000
125315648,444322194,104,42022,12.2175000000,12.2175,1.0000,1.3575
125319161,444283387,53,65597,0.0000000000,0.0000,1.0000,0.0000
127406905,450544019,10,42050,1.9500000000,1.9500,1.0000,0.0000
126099568,446655692,34,17061,7.4900000000,7.4900,1.0000,0.0000
125362123,444476209,12,65597,0.0000000000,0.0000,1.0000,0.0000
127462068,450790188,213,52264,32.9925000000,32.9925,1.0000,3.6658
127743103,451526948,6,21845,1.1333000000,1.1333,1.0000,0.0000
127743103,451523896,6,53806,4.9917000000,4.9917,1.0000,0.0000
127891647,452031288,168,46104,1.3425000000,1.3425,1.0000,0.1492
127879829,451984785,80,41780,2.9083000000,2.9083,1.0000,0.0000
127455865,450815499,180,50692,0.0000000000,0.0000,1.0000,1.9500
127279333,450272905,36,54649,2.1510000000,2.1510,1.0000,0.2390
127464882,450805129,178,54648,2.3900000000,2.3900,1.0000,0.0000
127078074,449604942,37,18555,1.6583000000,1.6583,1.0000,0.0000
125896913,446077322,103,50693,2.9083000000,2.9083,1.0000,0.0000
126835202,448946134,142,63414,1.7900000000,1.7900,1.0000,0.0000
126638793,448402983,33,65783,1.6110000000,1.6110,1.0000,0.1790
